"📍 See this list as a map (in more languages, too!)
📍 Vea esta lista como un mapa (¡en más idiomas también!)",,,Learn more about MALAN here!,Check out our directory here!,,,,,,,,,,
Submit an update,,,This is not an exhaustive list. Info will be updated as we are able to. Please reach out to the organizers directly for clarifying questions. ,,,,,,,,,,,
Pasadena,Foothill Unity Center,,Donation Drives,"191 N Oak Ave, Pasadena, CA 91107",,Text HOPE to 41444 to donate. Visit https://foothillunitycenter.org/food-program/ for details on their ongoing food pantry,"Food, water, clothing, pillows, other resources & supplies",Posted about accepting donations on Instagram story 1/20 ,Foothill Unity Center,,https://www.instagram.com/p/DEnW2THyz1t/,1/20 7:00 PM,,
Pasadena,All Saints Church,,"Free Items, Donation Drives","132 N Euclid Avenue, Pasadena, California 91101",AT CAPACITY FOR VOLUNTEERS -call (626) 796-1172 and leave voicemail to add your name to waitlist  ,"Underwear (esp size 3x for men) and men's shoes are especially needed.

Bottled water, non-perishable foods, hygeine items, n95 masks, air filters 

NOT CURRENTLY ACCEPTING CLOTHES, will resume this week","Bottled water, toiletries, clothes, food, snacks, masks","Open 9 am - 4pm for pickups and drop offs. Located in Sweetland Hall. 

As a drop-in center and community resource distribution site, open from 9:00am-5:00pm",Website ,,https://www.instagram.com/p/DEqOjy3TISQ/,1/20 7:21 PM,,
Paso Robles,Paso Robles Horse Park ,,"Animal Boarding, Horse Hauling","3801 Hughes Pkwy, Paso Robles, California 93446",Call 805-369-1323,,Providing horse evacuation locations ,Call 805-369-1323,Instagram,,https://zacacreekranch.wpcomstaging.com,01/18 12:00 PM,,
Pico Rivera,Pico Rivera Sports Arena,,Animal Boarding,"11003 Sports Arena Dr, Pico Rivera, California 90601",,,free boarding for horse and large livestock,,Instagram,,https://www.instagram.com/p/DEyME6MyMo3/,1/18 10:53 PM,,
Ranchita,"Little Bitty Animal Sanctuary, Inc.",,Animal Boarding,"37825 Montezuma Valley Rd, Ranchita, California 92066
",,food donations to distribute to: Best Friends in Los Angeles,large animal hauling and boarding," We are roughly 2-3 hour drive away from LA on the eastern edge of San Diego county.

Still accepting fosters according to instagram story on 1/20 ",Instagram,,https://www.instagram.com/p/DEyvrxIRXpg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,1/20 7:00 PM,,
Remote,Rescue Cottage,,Animal Boarding,,,,Hamster boarding,DM @rescue.cottage for free hamster boarding. They will drive to you!,Instagram,,https://www.instagram.com/theplusbusboutique/,01/19 8:15 AM,,
Remote,Satellite Fire Map,,Information,,,,,Do NOT use for evacuation information or to estimate risk.,NASA Fire Information for Resource Management,,"https://firms.modaps.eosdis.nasa.gov/usfs/map/#d:24hrs;@-115.6,33.8,7.7z",1/18 10:53 PM,,
Remote,The A List,,Donation Drives,,The A List is providing clothing and essential products to families displaced or affected by the fires.,"If you are a brand interested in getting involved, please email firerelief@thealist.us.

",,"Help feed incarcerated firefighters breakfast and dinner for the next 10 days. Contact Linsay Rachelefsky (310) 497-5573

If you are a brand interested in getting involved, please email firerelief@thealist.us.

",Website,,https://thealist.us/la-fire-relief,1/18 12:30 PM,,
Remote,Latest Evacuation Map,,Information,,,,"Evacuation Map and uses your location on the website and in the app to offer you the most relevant information, but does not share that information with any outside companies. ",,Protect Genasys,,,1/18 12:00 PM,,
Remote,Sign up for LA County Emergency Alerts,,Information,,,,Alert notification systems for your city and county ,"Register for the LA County Emergency Alert System here

Note: there are also emergency alert systems for the City of LA and other municipalities in LA County: 
City of LA Emergency Alert System here
Find your municipality here",LA County Emergency Alerts,,https://www.instagram.com/p/DEne2Z0sQoQ/?img_index=3,1/18/2025 11:01 PM,,
Remote,The Emergency Response Program ,,"Shelter, Information",,,,,"Call 211 or go to https://211la.org/LA-Wildfires

Individuals experiencing unsheltered homelessness in the following Service Planning Areas (SPA) may access hotel/motel vouchers from Tuesday, January 7, 2025 - Thursday, January 9, 2025, with check-out on Friday, January
10, 2025, at 11:00 am, by dialing 211 or connecting with an outreach worker:
County:
SPA 1- Antelope Valley
SPA 2- Santa Clarita Valley
SPA 3- San Gabriel Valley
SPA 5- West Los Angeles - County areas
SPA 6- South Los Angeles - County areas
SPA 7- East Los Angeles
SPA 8- South Bay/Harbor - County areas
City:
SPA 2- San Fernando Valley - LA City areas
SPA 4- Metro
SPA 5- West Los Angeles - LA City areas
SPA 6- South Los Angeles
SPA 8 - South Bay/Harbor - LA City areas",Instagram,,https://www.instagram.com/octavias_bookshelf/?hl=en,1/19 8:30 AM,,
Remote,Disaster Strat ,,Information,,,,,Call/text Disability and Disaster Hotline 800-626-4959 or email hotline@disasterstrategies.org,Instagram,,https://www.instagram.com/pikebar/?hl=en,1/19 8:15 AM,,
Remote,Teladoc Health,,"Free Items, Services",,,," 24/7 general medical telehealth visits to Southern California residents, first responders and others directly impacted by the devastating wildfires","Virtual only!

Individuals in Southern California who have been displaced or who cannot access medical care as a result of the fire can seek treatment from a licensed health care professional for any non-emergency illness by calling Teladoc Health directly at 855-225-5032. Individuals seeking physician-authorization for prescription refills of non-narcotic drugs can also get assistance. For emergencies, patients should call 911.",https://www.teladochealth.com/newsroom/press/teladoc-health-is-providing-free-virtual-health-care-services-to-southern-california-residents-impacted-by-the-palisades-fire,,,1/19 8:15 AM,,
Remote,LAUSD Student and Family Wellness Hotline,,Services,,,,"Mental health support. 
Call 213-241-3840 
7AM to 6PM M-F",,LAUSD,,https://www.lausd.org/Page/20277,1/19/2025 8:15 AM,,
Remote,Mask Bloc LA,,Free Items,,"Help us get masks to those that need them!
Fill out our form: bit.ly/MBLAFIRE","masks 
Fill out our form: bit.ly/MBLAFIRE","Masks/respirators, rapid tests, other types of PPE (ex. goggles)","For up to date information on distribution locations and volunteer opportunities, check Instagram",Instagram,,https://www.instagram.com/p/DE3EIohP5C7/,1/18 10:30 PM,,
Remote,Disaster Distress Helpline,,Services,,,,24/7 crisis counseling and support for individuals experiencing emotional distress related to natural disasters,"Call 1.800.985.5990 or text ""TalkWithUs"" to 66746 to connect with a trained crisis counselor.",,,https://www.instagram.com/westpresburbank/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/18 10:30 PM,,
San Fernando Valley,People's Struggle SFV,,Services,"21433 Strathern St, Canoga Park, CA 91304","1/13 Volunteer in take on pause

Google Form below has link to other volunteer opps: https://docs.google.com/forms/d/e/1FAIpQLSfiw3vIKI79062Pscx5lrCSzS7fECKm1IG12tcJhvddkr78Yg/viewform ",Donations on pause as of 1/13,"Emergency evacuation transport for people, pets, and belongings. Escort and transportation, including for those undocumented. 

Call 213-915-4487 (Transport Response Team Phone Line)",,Instagram,,https://www.instagram.com/peoplesstrugglesfv/?hl=en,1/18/2025 10:30 PM,,
San Fernando Valley,Canoga Park SDA Church,,"Shelter, Wifi/Charging","20550 Roscoe Blvd, Winnetka, California 91306",,,Shelter & Power,"If you or anyone you know is in an evacuation zone and in need of shelter or you are experiencing power interruption due to the winds, we have established the following locations for shelter and power at this time.",SCC Evacuation Centers,,https://www.facebook.com/redcrossla/posts/pfbid02TMT1HEfDhjGPhyoaquCEUo3hVFSdAkXbQufiDuUohk38WjHuJoj3ihszN36rUQxNl,1/17 8:30 PM,,
Santa Fe Springs,DRIVEN STRENGTH CLUB,,Wifi/Charging,"12311 Telegraph Rd, Santa Fe Springs, California 90670",,,coworking at no charge,"Free All-Day Pass – Come in, settle down, and get your work done in a supportive environment. 
What We Offer – Wi-Fi, power outlets, a comfortable workspace, and a welcoming community.

Simply show up and let our front desk staff know you're here to cowork. No fees, no questions, just community helping community. Hour of operation: M-F 6am-7pm Sat/Sun 8am-2pm ",Instagram,,https://www.instagram.com/atomicballroom?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/20 7:15 PM,,
Santa Monica,Reality Center,,Donation Drives,"1428 2nd St, #400, Santa Monica, California 90401",,"Daily 11am-6pm
Backpacks, bins, grocery bags, heavy duty trash bags, wet wipes, toothbrush, toothpaste, hair brush, towels, warm layers (long sleeved shirts and sweaters), socks, individually packaged snacks, books, notebooks or small toys for children",All,,Instagram,,https://www.instagram.com/villagewellcc?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/20 7:15 PM,,
Santa Monica,"OpenClosit, Elizabeth Turner",,"Free Items, Donation Drives","1528 Montana Ave, Santa Monica, California 90403",,"clothing (have enough women's, need mens/kids/babies clothes), clean socks, tampons/pads, blankets, towels, N95 and P100 masks, batteries, powder banks, canned foods, non perishables, instant oatmeal, ramen cups, snacks, drinking water, eyeglasses, contact solution, first aid supplies, dog/cat food, meal replacement bars and energy drinks and coffee",listed items as well as 1 week packs of dog and cat food,"DONATIONS ON HOLD UNTIL TUES 1/21
coffeeshops, anyone with access to coffee and energy drinks, please contact them. these will go straight to first responders. 

Fill out this form if you are in need of supplies",@ openclosit OR @ elizabethcturner on insta,,https://www.instagram.com/p/DEpR-SdpaXX/?hl=en,1/18 2:00 PM,,
Sherman Oaks,Private School Village,,"Free Items, Information","4335 Van Nuys Blvd., #269, Sherman Oaks, California 91403",,doantions,Emergency Support: https://www.privateschoolvillage.org/emergencysupport,list of resources: https://www.privateschoolvillage.org/emergencysupportresources,https://www.privateschoolvillage.org/emergencysupportresources,,https://www.privateschoolvillage.org/emergencysupportresources,1/18 22:30,,
Sherman Oaks,Van Nuys Sherman Oaks Recreation Center,,Shelter,"14201 Huston St, Sherman Oaks, California 91423",,,Overnight evacuation site,"Open 24 hours
active as of 1/13 7:30am",LAFD,,"https://lafd.org/news/palisades-fire-0#:~:text=West%3A%20Louise%20Ave.-,EVACUATION/SHELTER%20CENTER%3A,-Westwood%20Recreation%20Center",1/18 12:00,,
Silverlake,La Sorted's (Silverlake),,Free Prepared Meals,"2847 Sunset Blvd, Los Angeles, California 90026",Delivery Drivers Sign Up,Donations to provide pizza: https://order.lasorteds.com/,Free pizza for first responders and evacuees Request form ,,Instagram,,https://www.instagram.com/p/DEpR-SdpaXX/?hl=en,1/20 7:15 PM,,
South LA,Noel Community Organization,,"Free Items, Donation Drives","6025 S. Figueroa St., Los Angeles California 90003",,"(as of 1/14 post)
water (bottled, any brand/size), snack foods, granola bars, power bars, protein bars, cereal, fruit snacks, cookies, can foods, PBJ, ramen soup cups, mac n cheese, diapers, infant/child/adult wipes, menstrual pads, soap, bath/hand/laundry, toothpaste, toothbrushes, deodorant, sanitizer, batteries, chargers, masks, disposable cups/plates, ziploc bags, garbage bags  ",Come get food if you're in need,Contact Lena at (562) 335-1330,Instagram,,https://www.instagram.com/p/DE01lIPSNfd/?hl=en,1/18/2025 10:30 PM,,
Virgil Village,Bé Ù,,Free Prepared Meals,"557 N Hoover St, Los Angeles, California 90004",,,Free meals to fire evacuees and first responders,Continuing meals program indefinitely,Instagram,,,1/20 7:15 PM,,
West LA,Animal Hospital Center-Sinai,,Animal Boarding,"10737 Venice Blvd, Los Angeles, California 90034",Call 310-559-3770,,Providing free animal boaurding *please bring ID/or residential verification*,,Animal Hopital Site,,https://centersinaianimalhospital.com/,1/18 3:00 PM,,
West LA,Stoner Recreation Center,,Shelter,"1835 Stoner Ave, Los Angeles, California 90025",VOLUNTEERS ONLY THROUGH RED CROSS,DONATIONS ONLY THROUGH RED CROSS,"Overnight shelter, Meals, snacks and water; Health services (for disaster-related conditions), such as first aid, refilling lost prescriptions or replacing lost eyeglasses; Emotional support and mental health services; Spiritual care; Help reconnecting with loved ones; Information about disaster-related resources in the community 

During some emergencies, we may also be able to provide other important services, such as:
Access to case workers to help you with disaster recovery; Childcare; Laundry; Direct access to services provided by our partners",Still listed on the Red Cross website of 1/20 7:20pm,Red Cross,,,1/20 7:15 PM,,
Westchester,Westchester Veterinary Center,,Animal Boarding,"8911 S Sepulveda Blvd, Los Angeles, California 90045",,,"Free boarding; small space, so limited availability. Free basic burn care, but not equipped for more complex burn cases.",Call first to confirm availability: (310) 645-4444,,,,1/18 1:45 PM,,
Westlake,Calvary Community Church,,Shelter,"5495 Via Rocas, Westlake Village, California 91362",Calvary Fire Response Volunteer Team Form,"Financial Donations: https://pushpay.com/g/calvarywestlake

diapers, baby formula, baby wipes, non-perishable food items","Partnership with Redcross and LA county Officials: Shelter for Refugees. Hosting Firefighters to be able to sleep and Shower. 

Welcoming anyone who needs a safe and secure place to sit, work, charge devices, or access WiFi to come to our church campus. Facility is currently available to accommodate this need and anyone is welcome to come today through Thursday. The hours we will be open are 9am-7pm.","Parking: Enter through gate A and Park in Lot A; furthest from the 101 fwy Calvary Communion Church 

last update 1/13 7:45 am on instagram",Instagram,,,1/18 2:15 PM,,
Westwood,Best Friends Animal Society Pet Pantry - Westwood,,Animal Boarding,"1485 Pontius Ave, Los Angeles, California 90025",Looking for volunteers to foster dogs and cats and to help at the centers,monetary donations to help evacuated animals,"Both Granada Hills and Westwood locations have pet pantries open from 8am-6pm with pet food, cat litter, pet beds, and human sanitary products. No appointment needed. ","If you can help board animals, email FosterLA@bestfriends.org

Help locating a lost pet call : 213-270-8155","Instagram
website",,https://bestfriends.org/emergency-response/los-angeles-wildfires,1/18 2:15 PM,,
Westwood,Danny Boy's Pizza,,Free Prepared Meals,"10889 Lindbrook Dr, Los Angeles, California 90024",Reach out to them on Instagram and they'll contact you if they need a driver,,"Free pizza for evacuees, people in need, firefighters & first responders (DM for any needs - ongoing)",Westwood Hours: open daily 11 AM - 9 PM,Instagram,,,1/18 7:00 PM,,
Pasadena,We Are Neighbors and Friends,,"Donation Drives, Free Items","88 E. Union Street, Pasadena, California 91103",[In-Person Volunteers at Capacity],Accepting new makeup for DARKER skin tones and venmo donations to purchase make up Venmo @saffroncowboy ,Prioritizing BIPOC community individuals/families members food and supplies for first responders and affected people. Open 9-4pm daily.,"donations can be sent on venmo to @saffroncowboy. 

Volunteer Sign-up: https://docs.google.com/spreadsheets/d/1hJZeTasw__AZQRGNMdAI5yfYGgdHq7JOkfodu-u8_pg/edit?gid=0#gid=0",Instagram,,https://www.instagram.com/p/DEx6G_MTfI2/,01/18/25 2:15 PM,,
Remote,Bobbie,,"Free Items, Baby food/Items",,,Accepting funds to provided milk for families with babies impacted by fires. ($25 donations),"free Bobbie formula for LA families who have lost their homes 
https://hibobbie.typeform.com/to/la9n1ELh?typeform-source=www.hibobbie.com","Any parent - Bobbie customer or not — severely impacted by these fires can apply to have the rest of their feeding journey covered by Bobbie. As a team of moms we fiercely believe you should not have to worry about how to pay for formula while you figure out how to rebuild your entire life. Visit the link in bio to apply.
We are donating 1,000 cans to nonprofit and grassroots organizations who can immediately distribute donations on the ground. We will share locations as soon as we have them.
We are doing individual outreach to every subscriber in the impacted zip codes to understand what help they need during this time. If you need anything you can email us at hello@hibobbie.com
We are activating our Give a Can site for anyone to be able to donate a can of Bobbie to the parents in LA who need it. To help us give cans, visit the link in bio.",https://www.hibobbie.com/pages/bobbie-for-change#more-info,,,1/17/2025 22:15:00,,
